药品ID,药品编码,名称,规格,关联状态,缺口分类,具体原因
362387880001010,MED-2026-W355-02,他克莫司胶囊,1mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000149,MED-2026-W038-01,伊曲康唑分散片,0.1g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000845,MED-2026-W294,低分子量肝素注射液,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880002002,MED-2026-T237,保妇康栓,每粒重 1.74g（含莪术油 82mg，冰片 75mg）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001569,MED-2026-T078-01,健脾生血颗粒（片）,每 1g 相当于饮片 0.36g,MISMATCH,标准规格须核对,成分片段须恢复完整规格
362387880001570,MED-2026-T078-02,健脾生血颗粒（片）,含硫酸亚铁（FeSO4 ·7H2O）20mg（相当于铁 4mg）,MISMATCH,标准规格须核对,成分片段须恢复完整规格
362387880001571,MED-2026-T078-03,健脾生血颗粒（片）,每片重 0.6g［含硫酸亚铁（FeSO4 ·7H2O） 100mg（相当于铁 20mg）］,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880002109,MED-2026-T277-02,冰硼散,每瓶 1.5g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880002110,MED-2026-T277-03,冰硼散,每瓶 2g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880002111,MED-2026-T277-04,冰硼散,每瓶 3g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000410,MED-2026-W124-03,利培酮口崩片,1mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000408,MED-2026-W124-01,利培酮片,1mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001232,MED-2026-W451-01,加替沙星滴眼剂,0.3%,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001233,MED-2026-W451-02,加替沙星眼用凝胶,0.3%,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001406,MED-2026-T031-06,十滴水含樟脑 25mg,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001407,MED-2026-T031-07,十滴水桉油 12.5μl,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001405,MED-2026-T031-05,十滴水每1ml 相当于饮片 0.07g,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001402,MED-2026-T031-02,十滴水酊剂,每瓶 10ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001403,MED-2026-T031-03,十滴水酊剂,每瓶 100ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001404,MED-2026-T031-04,十滴水酊剂,每瓶 500ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001848,MED-2026-T174,华佗再造丸,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000494,MED-2026-W153-04,单硝酸异山梨酯缓释片,40mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000495,MED-2026-W153-05,单硝酸异山梨酯缓释片,50mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000497,MED-2026-W153-07,单硝酸异山梨酯缓释胶囊,40mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000498,MED-2026-W153-08,单硝酸异山梨酯缓释胶囊,50mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000320,MED-2026-W098-01,卡马西平片,0.1g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000321,MED-2026-W098-02,卡马西平片,0.2g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000322,MED-2026-W098-03,卡马西平缓释片,0.1g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000323,MED-2026-W098-04,卡马西平缓释片,0.2g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000564,MED-2026-W179-03,厄贝沙坦分散片,0.15g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000563,MED-2026-W179-02,厄贝沙坦片,0.15g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000873,MED-2026-W304-04,去氨加压素注射液,1ml ∶3.56μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000874,MED-2026-W304-05,去氨加压素注射液,1ml ∶13.35μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001626,MED-2026-T092-01,参芪降糖颗粒（胶囊、片）,每 1g 相当于饮片2.39g,MISMATCH,标准规格须核对,成分片段须恢复完整规格
362387880001627,MED-2026-T092-02,参芪降糖颗粒（胶囊、片）,含人参茎叶总皂苷17.14mg,MISMATCH,标准规格须核对,成分片段须恢复完整规格
362387880000768,MED-2026-W258-02,双歧杆菌三联活菌肠溶胶囊,0.21g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000767,MED-2026-W258-01,双歧杆菌三联活菌胶囊,0.21g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000272,MED-2026-W079-02,双氯芬酸钠缓释片剂,50mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000274,MED-2026-W079-04,双氯芬酸钠缓释片剂,100mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000275,MED-2026-W079-05,双氯芬酸钠缓释胶囊,50mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000276,MED-2026-W079-06,双氯芬酸钠缓释胶囊,100mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001411,MED-2026-T033-03,双黄连20ml,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001413,MED-2026-T033-05,双黄连3.0g,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001412,MED-2026-T033-04,双黄连每 1ml 相当于饮片1.5g,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001410,MED-2026-T033-02,双黄连每支装 10ml（相当于饮片 7.5g）,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001139,MED-2026-W410,口服补液盐散剂(Ⅰ、Ⅱ、Ⅲ),常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000931,MED-2026-W325-03,司美格鲁肽1.34mg/ml,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000932,MED-2026-W325-04,司美格鲁肽3ml（预填充注射笔）,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000245,MED-2026-W073-03,吗啡口服溶液剂,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000246,MED-2026-W073-04,吗啡注射液,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000243,MED-2026-W073-01,吗啡片,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000244,MED-2026-W073-02,吗啡缓释片,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001016,MED-2026-W356-03,吗替麦考酚酯分散片,0.25g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001017,MED-2026-W356-04,吗替麦考酚酯分散片,0.5g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001014,MED-2026-W356-01,吗替麦考酚酯片,0.25g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001015,MED-2026-W356-02,吗替麦考酚酯片,0.5g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001288,MED-2026-W476-07,哌甲酯缓释胶囊,10mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000671,MED-2026-W219,噻托溴铵吸入粉雾剂,18μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387871000906,DEMO-DRUG-FLU-VAC,四价流感病毒裂解疫苗,0.5ml,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001196,MED-2026-W431,国家免疫规划用疫苗常规定制,以国家专项规定为准,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001750,MED-2026-T136-01,复方丹参片（颗粒、胶囊、滴丸）,每片重 0.3g,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880001751,MED-2026-T136-02,复方丹参片（颗粒、胶囊、滴丸）,每片重 0.32g （相当于饮片 0.6g）,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880001752,MED-2026-T136-03,复方丹参片（颗粒、胶囊、滴丸）,每片重 0.8g（相当于饮片 1.8g）颗粒剂：每袋装 1g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001245,MED-2026-W458-01,复方托吡卡胺滴眼剂,1ml（托吡卡胺 5mg，盐酸去氧肾上腺素 5mg）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001246,MED-2026-W458-02,复方托吡卡胺滴眼剂,5ml（托吡卡胺 25mg，盐酸去氧肾上腺素25mg）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000701,MED-2026-W228,复方氢氧化铝片,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001133,MED-2026-W406-04,复方氨基酸 18AA小儿复方氨基酸注射液（ 18AA- Ⅰ),20ml ∶1.348g（总氨基酸）小儿复方氨基酸注射液（18AA- Ⅱ)： 50ml ∶3.0g（总氨基酸）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000648,MED-2026-W210-02,复方甘草口服溶液剂,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000647,MED-2026-W210-01,复方甘草片,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000655,MED-2026-W214-01,复方甲氧那明胶囊,每粒 含盐酸甲氧那明12.5mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000656,MED-2026-W214-02,复方甲氧那明胶囊,那可丁 7mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000657,MED-2026-W214-03,复方甲氧那明胶囊,氨茶碱 25mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000658,MED-2026-W214-04,复方甲氧那明胶囊,马来酸氯苯那敏 2mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000120,MED-2026-W026-02,复方磺胺甲噁（ 恶）唑注射液,5ml ∶400mg∶80mg［磺胺甲噁（恶）唑∶甲氧苄啶］,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000381,MED-2026-W115-03,多奈哌齐分散片,5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000382,MED-2026-W115-04,多奈哌齐口崩片,5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000379,MED-2026-W115-01,多奈哌齐片,5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000302,MED-2026-W092-01,多巴丝肼片,0.125g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000303,MED-2026-W092-02,多巴丝肼片,0.25g（0.2g∶0.05g）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000304,MED-2026-W092-03,多巴丝肼胶囊,0.125g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000305,MED-2026-W092-04,多巴丝肼胶囊,0.25g（0.2g∶0.05g）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001126,MED-2026-W403,多种维生素注射用无菌粉末,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000065,MED-2026-W013-03,头孢克肟分散片,100mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000068,MED-2026-W013-06,头孢克肟干混悬剂,50mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000069,MED-2026-W013-07,头孢克肟干混悬剂,100mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000064,MED-2026-W013-02,头孢克肟片,100mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000053,MED-2026-W012-03,头孢呋辛分散片,0.125g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000054,MED-2026-W012-04,头孢呋辛分散片,0.25g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000057,MED-2026-W012-07,头孢呋辛干混悬剂,0.125g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000058,MED-2026-W012-08,头孢呋辛干混悬剂,0.25g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000051,MED-2026-W012-01,头孢呋辛片,0.125g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000052,MED-2026-W012-02,头孢呋辛片,0.25g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000059,MED-2026-W012-09,头孢呋辛钠注射用无菌粉末,0.25g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387871000902,DEMO-DRUG-CRO,头孢曲松钠,1g,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000407,MED-2026-W123-03,奥氮平口崩片,5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000405,MED-2026-W123-01,奥氮平片,5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000709,MED-2026-W231-01,奥美拉唑肠溶（片剂、胶囊）,10mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000710,MED-2026-W231-02,奥美拉唑肠溶（片剂、胶囊）,20mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001928,MED-2026-T207-02,如意金黄散,每袋 9g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001929,MED-2026-T207-03,如意金黄散,每袋 12g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001985,MED-2026-T229,妇科十味片,每片重 0.3g（相当于饮片 0.32g，含碳酸钙21.67mg）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001986,MED-2026-T230-01,妇科千金片（胶囊）,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000676,MED-2026-W220-05,孟鲁司特口溶膜,4mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000677,MED-2026-W220-06,孟鲁司特口溶膜,5mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000673,MED-2026-W220-02,孟鲁司特咀嚼片,4mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000674,MED-2026-W220-03,孟鲁司特咀嚼片,5mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880002021,MED-2026-T242-01,定坤丹丸,每丸重 10.8g（相当于饮片4.78g，含复方滇鸡血藤膏 0.25g）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001808,MED-2026-T160-01,宽胸气雾剂,每瓶 含内容物5.8g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001809,MED-2026-T160-02,宽胸气雾剂,其中药液 2.7ml（含挥发油 0.6ml）,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001810,MED-2026-T160-03,宽胸气雾剂,每瓶 60揿,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001811,MED-2026-T160-04,宽胸气雾剂,每揿重 69mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001813,MED-2026-T160-06,宽胸气雾剂内含药 液 4.8g（含挥发油 1.5ml ）,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001815,MED-2026-T160-08,宽胸气雾剂每揿 63mg,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001814,MED-2026-T160-07,宽胸气雾剂每瓶 185 揿,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001812,MED-2026-T160-05,宽胸气雾剂每瓶 内容物重 13.8g,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387871000901,DEMO-DRUG-PARA,对乙酰氨基酚,0.5g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000257,MED-2026-W076-04,对乙酰氨基酚口服溶液剂,混悬液,MISMATCH,标准规格须核对,标准规格不完整
362387880000258,MED-2026-W076-05,对乙酰氨基酚口服溶液剂,干混悬剂,MISMATCH,标准规格须核对,标准规格不完整
362387880000259,MED-2026-W076-06,对乙酰氨基酚口服溶液剂,栓剂,MISMATCH,标准规格须核对,标准规格不完整
362387880000255,MED-2026-W076-02,对乙酰氨基酚片,0.5g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880002165,MED-2026-T302-01,小儿柴桂退热颗粒（口服液）,每袋装 2.5g（每 1g 相当于饮片1.0g）,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880002166,MED-2026-T302-02,小儿柴桂退热颗粒（口服液）,每袋装 4g （每 1g 相当于饮片1.25g）,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880002167,MED-2026-T302-03,小儿柴桂退热颗粒（口服液）,每袋装 5g（每 1g 相当于饮片 1.0g）合剂：每 1ml 相当于饮片 0.5g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880002173,MED-2026-T305-01,小儿热速清合剂,每支装 10ml（每 1ml 相当于饮片 1.1625g）颗粒剂：每袋装 2g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880002174,MED-2026-T305-02,小儿热速清合剂,每支装 6g,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880001951,MED-2026-T216-03,小金丸（胶囊、片）,6g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001222,MED-2026-W443-03,尿素乳膏剂,10%,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001223,MED-2026-W443-04,尿素乳膏剂,20%,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001220,MED-2026-W443-01,尿素软膏剂,10%,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001221,MED-2026-W443-02,尿素软膏剂,20%,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000732,MED-2026-W239-03,山莨菪碱注射液（含消旋）,1ml ∶2mg,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000733,MED-2026-W239-04,山莨菪碱注射液（含消旋）,1ml ∶10mg,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000730,MED-2026-W239-01,山莨菪碱片剂（含消旋）,5mg,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880000731,MED-2026-W239-02,山莨菪碱片剂（含消旋）,10mg,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001827,MED-2026-T164-02,川芎茶调丸（散、颗粒、片）,每袋装 6g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000349,MED-2026-W104-02,左乙拉西坦片,0.5g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000350,MED-2026-W104-03,左乙拉西坦缓释片,0.5g,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000581,MED-2026-W186-01,左氨氯地平片,2.5mg,UNMAPPED,多个规格待辨别,STANDARD_REFERENCE_MISSING
362387880000583,MED-2026-W186-03,左氨氯地平片,2.5mg,UNMAPPED,多个规格待辨别,STANDARD_REFERENCE_MISSING
362387880000945,MED-2026-W331-01,左甲状腺素钠片,25μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000946,MED-2026-W331-02,左甲状腺素钠片,50μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000947,MED-2026-W331-03,左甲状腺素钠片,100μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000686,MED-2026-W222-06,布地奈德0.2mg,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000688,MED-2026-W222-08,布地奈德200 吸/ 支,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000687,MED-2026-W222-07,布地奈德200μg/ 吸,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000681,MED-2026-W222-01,布地奈德吸入气雾剂,每瓶 100 揿,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000682,MED-2026-W222-02,布地奈德吸入气雾剂,每揿含布地奈德 200μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000684,MED-2026-W222-04,布地奈德每揿含布地奈德 100μg,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000683,MED-2026-W222-03,布地奈德每瓶 200 揿,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000690,MED-2026-W223-01,布地奈德福莫特罗吸入粉雾剂,80μg/4.5μg/吸,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000691,MED-2026-W223-02,布地奈德福莫特罗吸入粉雾剂,160μg/4.5μg/ 吸,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000692,MED-2026-W223-03,布地奈德福莫特罗吸入粉雾剂,320μg/9μg/ 吸,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000694,MED-2026-W225-01,布地格福吸入气雾剂,每瓶 120 揿,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000695,MED-2026-W225-02,布地格福吸入气雾剂,每揿含布地奈德 160μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000696,MED-2026-W225-03,布地格福吸入气雾剂,格隆铵 7.2μg 和富马酸福莫特罗 4.8μg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000268,MED-2026-W078-06,布洛芬缓释（片剂、胶囊）,0.3g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001933,MED-2026-T210-01,康复新液合剂,每瓶装 10ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001934,MED-2026-T210-02,康复新液合剂,每瓶装 50ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001935,MED-2026-T210-03,康复新液合剂,每瓶装 100ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001936,MED-2026-T210-04,康复新液合剂,每1ml含美洲大蠊干燥虫体的乙醇提取物（含总氨基酸以丙氨酸计） 1mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001937,MED-2026-T210-05,康复新液溶液剂,每瓶装 10ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001938,MED-2026-T210-06,康复新液溶液剂,每瓶装 50ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001939,MED-2026-T210-07,康复新液溶液剂,每瓶装 100ml,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001250,MED-2026-W459-04,康柏西普0.05ml/ 支（预充式）,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001249,MED-2026-W459-03,康柏西普10mg/ml,常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000749,MED-2026-W246,开塞露灌肠剂（含甘油、山梨醇）,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001508,MED-2026-T056-09,"强力枇杷膏（蜜炼）、
强力枇杷露含薄荷脑 0.15mg",常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001507,MED-2026-T056-08,"强力枇杷膏（蜜炼）、
强力枇杷露每 1ml 相当于饮片 0. 155g",常规说明书规格,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001500,MED-2026-T056-01,"强力枇杷膏（蜜炼）、
强力枇杷露煎膏剂（膏滋）",每瓶装 180g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001501,MED-2026-T056-02,"强力枇杷膏（蜜炼）、
强力枇杷露煎膏剂（膏滋）",每瓶装 240g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880001502,MED-2026-T056-03,"强力枇杷膏（蜜炼）、
强力枇杷露煎膏剂（膏滋）",每瓶装 300g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000176,MED-2026-W045-03,恩替卡韦分散片,0.5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000177,MED-2026-W045-04,恩替卡韦分散片,1mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000174,MED-2026-W045-01,恩替卡韦片,0.5mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000175,MED-2026-W045-02,恩替卡韦片,1mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880001193,MED-2026-W429,抗蛇毒血清注射液,常规说明书规格,UNMAPPED,无可匹配规格,STANDARD_REFERENCE_MISSING
362387880001784,MED-2026-T149-01,护肝片（颗粒、胶囊）,每片重 0.35g（相当于饮片 1.255g）,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880001785,MED-2026-T149-02,护肝片（颗粒、胶囊）,每片重 0.36g（相当于饮片 1.255g）,MISMATCH,标准规格须核对,标准原文剂型段落未分开
362387880001786,MED-2026-T149-03,护肝片（颗粒、胶囊）,每片重 0.38g颗粒剂：每袋装 2g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000346,MED-2026-W103-04,拉莫三嗪分散片,25mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000347,MED-2026-W103-05,拉莫三嗪分散片,50mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000343,MED-2026-W103-01,拉莫三嗪片,25mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880000344,MED-2026-W103-02,拉莫三嗪片,50mg,UNMAPPED,本地重复档案待整理,STANDARD_REFERENCE_MISSING
362387880002118,MED-2026-T281-02,接骨七厘散（丸、片）,每袋装 1.5g,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
362387880000449,MED-2026-W137-05,文拉法辛缓释片,75mg,UNMAPPED,身份字段需修正,STANDARD_REFERENCE_MISSING
