标准品种ID,旧目录编码,名称,英文名称,药品类型,条目类型,原文规格,专科指导,来源位置,来源版本,审核状态
GEN-D8B5A2C87BE8E07F3B587A5E,MED-2026-W012,头孢呋辛,Cefuroxime,WESTERN,MEDICATION,"（头孢呋辛酯）片剂、分散片、胶囊、干混悬剂：0. 125g 、0.25g
（钠盐）注射用无菌粉末：0.25g、 0.5g 、0.75g 、1.5g",False,table:3/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B00DD549E448C13815734CBC,MED-2026-W013,头孢克肟,Cefixime,WESTERN,MEDICATION,"片剂：50mg 、100mg
分散片： 100mg
胶囊： 100mg
颗粒剂：50mg
干混悬剂：50mg 、100mg",True,table:3/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-92B1D597DEAC50C6DF45AC4F,MED-2026-W014,头孢曲松,Ceftriaxone,WESTERN,MEDICATION,注射用无菌粉末：0.25g、0.5g、1.0g、 2.0g,False,table:3/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A4CBCEAD896997078B85D1DF,MED-2026-W015,头孢他啶,Ceftazidime,WESTERN,MEDICATION,注射用无菌粉末：0.25g、0.5g、1.0g、 2.0g,True,table:3/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B6DE5F570214ED37C7695380,MED-2026-W016,阿米卡星,Amikacin,WESTERN,MEDICATION,注射液： 1ml ∶0. 1g（ 10 万单位）、 2ml ∶0.2g（20 万单位）,False,table:3/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0FBCC9619B3DF8F429F8D8CE,MED-2026-W017,庆大霉素,Gentamycin,WESTERN,MEDICATION,注射液： 1ml ∶40mg（4 万单位）、 2ml ∶80mg（8 万单位）,False,table:3/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D83AB4D2C503E683ECFCC581,MED-2026-W018,多西环素,Doxycycline,WESTERN,MEDICATION,片剂：50mg 、100mg,False,table:4/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D28D48F56886BB8322BF1CBE,MED-2026-W019,米诺环素,Minocycline,WESTERN,MEDICATION,"片剂：50mg
胶囊：50mg 、100mg",False,table:4/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8DA773C17EBB58130AB5E12D,MED-2026-W020,红霉素,Erythromycin,WESTERN,MEDICATION,"肠溶（片剂、胶囊）、（琥珀酸乙酯）片剂、（琥珀酸乙酯）胶囊： 0. 125g（ 12.5 万单位）、0.25g（ 25
万单位）
注射用无菌粉末：0.25g（25 万单位）、0.3g（30 万单位）、0.5g（ 50
万单位）",False,table:4/row:6;table:78/row:3;table:81/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-17AB31AA7B1DF8ED62B235E5,MED-2026-W021,阿奇霉素,Azithromycin,WESTERN,MEDICATION,"片剂、胶囊：0.25g（25 万单位）
颗粒剂、干混悬剂：0. 1g（ 10 万单位）
注射用无菌粉末： 0.5g（ 50 万单位）",False,table:4/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-73C6B829069DEF103FB125D0,MED-2026-W022,克拉霉素,Clarithromycin,WESTERN,MEDICATION,片剂、颗粒剂： 0. 125g（ 12.5 万单位）、0.25g（25 万单位）,False,table:4/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1908503B17E507A331753600,MED-2026-W023,克林霉素,Clindamycin,WESTERN,MEDICATION,"（盐酸盐）胶囊：0.075g 、0. 15g
（盐酸盐棕榈酸酯）颗粒剂：75mg
（磷酸酯）注射液： 1ml ∶150mg、 2ml ∶300mg 、4ml ∶600mg、
6ml ∶900mg",False,table:5/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BC5D583A37867BA0B0B2E9D8,MED-2026-W024,磷霉素,Fosfomycin,WESTERN,MEDICATION,"（钠盐）注射用无菌粉末： 1.0g
（ 100 万单位）、2.0g（200 万单位）、 4.0g（400 万单位）
（氨丁三醇）散剂：3.0g（300 万单位）",False,table:5/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1AECC3E6E1A35D2AF8354071,MED-2026-W025,夫西地酸,Fusidic Acid,WESTERN,MEDICATION,注射用无菌粉末：0. 125g 、0.25g、 0.5g,True,table:5/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-83CA991C6EFF52CE13613F6B,MED-2026-W026,复方磺胺甲噁(恶)唑,Compound Sulfamethoxazole,WESTERN,MEDICATION,"片剂：400mg∶80mg
注射液：5ml ∶400mg∶80mg
［磺胺甲噁（ 恶 ）唑∶甲氧苄啶］",False,table:5/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A803EDA784A6D13C0B29E89E,MED-2026-W027,磺胺嘧啶,Sulfadiazine,WESTERN,MEDICATION,"片剂：0.5g
注射液：2ml ∶0.4g 、5ml ∶1g",False,table:5/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-44E4C7482EC9B940556AA879,MED-2026-W028,诺氟沙星,Norfloxacin,WESTERN,MEDICATION,片剂、胶囊：0. 1g,False,table:6/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-82BEC1FAC67947C236E309C4,MED-2026-W029,环丙沙星,Ciprofloxacin,WESTERN,MEDICATION,"（盐酸盐）片剂：0.25g 、0.5g （乳酸盐）氯化钠注射液：
100ml ∶0.2g",False,table:6/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-85E494EAC0C534B7010B304D,MED-2026-W030,左氧氟沙星,Levofloxacin,WESTERN,MEDICATION,"片剂：0.25g 、0.5g
氯化钠注射液：50ml ∶0.25g、 100ml ∶0.5g",False,table:6/row:5;table:81/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-69E7B519246E1264AE4BE098,MED-2026-W031,莫西沙星,Moxifloxacin,WESTERN,MEDICATION,"片剂：0.4g
氯化钠注射液：250ml（莫西沙星0.4g 与氯化钠 2.0g）",False,table:6/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-505FA3B2DC2AD24218FDF3DA,MED-2026-W032,甲硝唑,Metronidazole,WESTERN,MEDICATION,"片剂、胶囊：0.2g
氯化钠注射液： 100ml ∶0.5g",False,table:6/row:8;table:11/row:7;table:87/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-6F2B344466AE55EBDC55F359,MED-2026-W033,替硝唑,Tinidazole,WESTERN,MEDICATION,片剂：0.5g,False,table:6/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EE9920E5DF9DDC544919F427,MED-2026-W034,呋喃妥因,Nitrofurantoin,WESTERN,MEDICATION,肠溶片：50mg,False,table:6/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-44793F34469B0D9A75527A58,MED-2026-W035,结核病用药,,WESTERN,SCOPE,,True,table:7/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-01951B6A9029784F0CB803F8,MED-2026-W036,氨苯砜,Dapsone,WESTERN,MEDICATION,片剂：50mg 、100mg,False,table:7/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-570B7C581B028C3A98F70D7A,MED-2026-W037,氟康唑,Fluconazole,WESTERN,MEDICATION,"片剂、胶囊：50mg、100mg、150mg
氯化钠注射液： 100ml ∶0.2g",False,table:7/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4791DDA698A7257968F65FD7,MED-2026-W038,伊曲康唑,Itraconazole,WESTERN,MEDICATION,"分散片：0. 1g
颗粒剂：0. 1g
胶囊：0. 1g
口服溶液剂： 150ml ∶1.5g",False,table:7/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EABA70C1521422FE57C234D9,MED-2026-W039,两性霉素B,Amphotericin B,WESTERN,MEDICATION,注射用无菌粉末：5mg（5000 单 位）、25mg（2.5 万单位）、50mg 注射用脂质体：50mg（5 万单位）,False,table:7/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-43D95A5216C061773F5B8EB8,MED-2026-W040,卡泊芬净,Caspofungin,WESTERN,MEDICATION,注射用无菌粉末：50mg 、70mg,False,table:7/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-63BFF958726F9AB1D6DDC5CC,MED-2026-W041,小檗碱,Berberine,WESTERN,MEDICATION,片剂：50mg 、100mg,False,table:8/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E80D3B82F9F7F39EF949BE9E,MED-2026-W042,阿昔洛韦,Aciclovir,WESTERN,MEDICATION,"片剂：0. 1g 、0.2g
胶囊：0.2g
注射用无菌粉末：0.25g",False,table:8/row:5;table:78/row:4;table:82/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1A4172E70A406D4CE9F46808,MED-2026-W043,更昔洛韦,Ganciclovir,WESTERN,MEDICATION,注射用无菌粉末：0.05g 、0. 15g、 0.25g 、0.5g,False,table:8/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5C41A93CA7B607146A235D56,MED-2026-W044,奥司他韦,Oseltamivir,WESTERN,MEDICATION,"胶囊：30mg 、45mg 、75mg
颗粒剂： 15mg 、25mg
干混悬剂：0.36g",False,table:8/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-24F2339A1891F72DD42A9067,MED-2026-W045,恩替卡韦,Entecavir,WESTERN,MEDICATION,"片剂、分散片：0.5mg 、1mg
胶囊：0.5mg
口服溶液剂：210ml ∶10.5mg",True,table:8/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F1D0F286EF899239CA3DC553,MED-2026-W046,利巴韦林,Ribavirin,WESTERN,MEDICATION,片剂、胶囊：0. 1g,False,table:8/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9E692B4B61C85B33FAE9DFC7,MED-2026-W047,索磷布韦维帕他韦,Sofosbuvir and Velpatasvir,WESTERN,MEDICATION,片剂：每片含 400mg 索磷布韦和100mg 维帕他韦,True,table:8/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D3EC4D7AB8F1FB948A5D1356,MED-2026-W048,替诺福韦二吡呋酯,Tenofovir Disoproxil,WESTERN,MEDICATION,片剂、胶囊：0.3g,True,table:9/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-46F7E31EE9107B802829EB62,MED-2026-W049,丙酚替诺福韦,TenofovirAlafenamide,WESTERN,MEDICATION,片剂：25mg,True,table:9/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-2EC6E62D81E0EA386CA9535A,MED-2026-W050,人干扰素,Human Interferon,WESTERN,MEDICATION,"人干扰素α1b注射液：10μg∶0.5ml、 30μg∶1ml
注射用人干扰素α1b ∶10μg 、30μg人干扰素α2a 注射液、注射用人干扰素α2a ∶300 万 IU 、500 万 IU
人干扰素α2b 注射液、注射用人干扰素α2b ∶300 万 IU 、500 万 IU",True,table:9/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5410DF2DD0722135A889E0D1,MED-2026-W051,艾滋病用药,,WESTERN,SCOPE,,True,table:9/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9C92605F5CDDE0E936094B79,MED-2026-W052,氯喹,Chloroquine,WESTERN,MEDICATION,"片剂：250mg
注射液：5ml ∶322mg",False,table:10/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D0C4CBE0E5A9D6A798786CF9,MED-2026-W053,羟氯喹,Hydroxychloroquine,WESTERN,MEDICATION,片剂：0. 1g 、0.2g,True,table:11/row:2;table:16/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-CD4E6F5BE72425745EC486B8,MED-2026-W054,伯氨喹,Primaquine,WESTERN,MEDICATION,片剂： 13.2mg,False,table:11/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B8C404C4DD9EDB78671469C6,MED-2026-W055,乙胺嘧啶,Pyrimethamine,WESTERN,MEDICATION,片剂：6.25mg,False,table:11/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E7879DB710B4722836883226,MED-2026-W056,青蒿素类药物,,WESTERN,SCOPE,,False,table:11/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-CA5B0F5BC67B9FF57FCF94EA,MED-2026-W057,葡萄糖酸锑钠,Sodium Stibogluconate,WESTERN,MEDICATION,注射液：6ml（按锑计 0.6g，约相当于葡萄糖酸锑钠 1.9g）,False,table:11/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-53E05408A6F31037D90F343E,MED-2026-W058,吡喹酮,Praziquantel,WESTERN,MEDICATION,片剂：0.2g,False,table:11/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-567F1C27FB7BA314BED13078,MED-2026-W059,阿苯达唑,Albendazole,WESTERN,MEDICATION,片剂、胶囊：0. 1g 、0.2g,False,table:11/row:13,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BB3232F6964F6C215D97E2BA,MED-2026-W060,利多卡因,Lidocaine,WESTERN,MEDICATION,"（碳酸盐）注射液：5ml ∶86.5mg、 10ml ∶0.173g
（盐酸盐）注射液：2ml ∶4mg、 5ml ∶0.1g 、10ml ∶0.2g
凝胶剂：2%
胶浆剂： 10g∶0.2g",False,table:12/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9D407B7339D8BE15A4723E0B,MED-2026-W061,布比卡因,Bupivacaine,WESTERN,MEDICATION,注射液：5ml ∶25mg 、5ml ∶37.5mg、 10ml ∶75mg,True,table:12/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F0023E766712132A336801E8,MED-2026-W062,罗哌卡因,Ropivacaine,WESTERN,MEDICATION,（盐酸盐）注射液： 10ml ∶75mg、 10ml ∶100mg,True,table:12/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-21056872E3FB4BD23C52B3A2,MED-2026-W063,丁卡因,Tetracaine,WESTERN,MEDICATION,"注射用无菌粉末： 10mg 、25mg、 50mg
凝胶剂： 1.5g∶70mg",True,table:12/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5F51A1CF508C596C8FC9A1CE,MED-2026-W064,氯胺酮,Ketamine,WESTERN,MEDICATION,注射液：2ml ∶0. 1g 、10ml ∶0. 1g,True,table:12/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-617CD7E887219A95625B15C8,MED-2026-W065,丙泊酚,Propofol,WESTERN,MEDICATION,"乳状注射液： 10ml ∶0. 1g、
20ml ∶0.2g 、50ml ∶0.5g 、50ml ∶1g",True,table:12/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-AD6DDD2285D51AECBB1D11B7,MED-2026-W066,瑞芬太尼,Remifentanil,WESTERN,MEDICATION,注射用无菌粉末：1mg、2mg、5mg,True,table:13/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4E00A41560D0C8D034CFE141,MED-2026-W067,七氟烷,Sevoflurane,WESTERN,MEDICATION,吸入溶液剂：100ml、120ml、250ml,True,table:13/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-3E7E71C246A97A49F0EDED5C,MED-2026-W068,罗库溴铵,Rocuronium Bromide,WESTERN,MEDICATION,注射液：2.5ml ∶25mg 、5ml ∶50mg,True,table:13/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7CAFA2CA73ECCA91FFF319E5,MED-2026-W069,氯化琥珀胆碱,Suxamethonium Chloride,WESTERN,MEDICATION,注射液： 1ml ∶50mg 、2ml ∶100mg,False,table:13/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E79ECCDDCEF052D42F9C5F91,MED-2026-W070,维库溴铵,Vecuronium Bromide,WESTERN,MEDICATION,注射用无菌粉末：4mg,False,table:13/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4C01ACBB1363854DAD6B5FC7,MED-2026-W071,芬太尼,Fentanyl,WESTERN,MEDICATION,注射液：2ml ∶0. 1mg贴剂,True,table:14/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-72A12BE50152B4304E6CB994,MED-2026-W072,哌替啶,Pethidine,WESTERN,MEDICATION,注射液： 1ml ∶50mg 、2ml ∶100mg,True,table:14/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-01855C1C20600E36DC9E2BB9,MED-2026-W073,吗啡,Morphine,WESTERN,MEDICATION,片剂、缓释片、口服溶液剂、注射液,True,table:14/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1405421D104722406F2A2A23,MED-2026-W074,羟考酮,Oxycodone,WESTERN,MEDICATION,"缓释片：5mg 、10mg 、40mg
注射液： 1ml ∶10mg",True,table:15/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1AA7DED12DD4C0A082496810,MED-2026-W075,普瑞巴林,Pregabalin,WESTERN,MEDICATION,"胶囊：75mg 、150mg
口服溶液剂： 100ml ∶2g",False,table:15/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A1DC282DEE68637F05FC2FEC,MED-2026-W076,对乙酰氨基酚,Paracetamol,WESTERN,MEDICATION,"片剂：0.3g 、0.5g
口服溶液剂： 100ml ∶2.4g
颗粒剂、混悬液、干混悬剂、栓剂",False,table:15/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-AE69131502B77B0220861EBE,MED-2026-W077,阿司匹林,Aspirin,WESTERN,MEDICATION,"片剂：0.3g 、0.5g
肠溶片：0.3g",False,table:15/row:6;table:47/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-29A97D6E5902B4319126ADF6,MED-2026-W078,布洛芬,Ibuprofen,WESTERN,MEDICATION,"片剂、颗粒剂：0. 1g 、0.2g
胶囊：0.2g
缓释（片剂、胶囊）：0.3g
混悬液：60ml ∶1.2g 、100ml ∶2g",False,table:15/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-2D8AF7DBCF482564F40CE6E2,MED-2026-W079,双氯芬酸钠,Diclofenac Sodium,WESTERN,MEDICATION,"肠溶片：25mg
缓释片剂：50mg 、75mg 、100mg
缓释胶囊：50mg 、100mg",False,table:15/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-16661AB903AD751EC32A0F2D,MED-2026-W080,洛索洛芬钠,Loxoprofen Sodium,WESTERN,MEDICATION,片剂：60mg,False,table:16/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7C50C6AF54199B0682152180,MED-2026-W081,氟比洛芬酯,Flurbinprofen Axetil,WESTERN,MEDICATION,注射液：5ml ∶50mg,False,table:16/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DF79521C7F2BABE2DA7A1901,MED-2026-W082,吲哚美辛,Indometacin,WESTERN,MEDICATION,栓剂：25mg 、50mg 、100mg,False,table:16/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DD9208BCD2EA8A49CC032E9F,MED-2026-W083,来氟米特,Leflunomide,WESTERN,MEDICATION,片剂：5mg 、10mg 、20mg,True,table:16/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-94FAB70912CC9B00973F6D09,MED-2026-W084,美沙拉秦(美沙拉嗪),Mesalazine,WESTERN,MEDICATION,"肠溶片：0.25g 、0.5g
缓释片：0.5g
栓剂：0.5g 、1g
缓释颗粒：0.5g
灌肠剂：60g∶4g",False,table:16/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B1F6C5FB38E55836E5BBEB9D,MED-2026-W085,青霉胺,Penicillamine,WESTERN,MEDICATION,片剂：0. 125g,True,table:16/row:8;table:74/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-918273251C8B295D6EBC9542,MED-2026-W086,别嘌醇,Allopurinol,WESTERN,MEDICATION,片剂：0. 1g,False,table:16/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-475D7DACE404988D517AAAFF,MED-2026-W087,非布司他,Febuxostat,WESTERN,MEDICATION,片剂：20mg 、40mg 、80mg,False,table:17/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-37E662053E1345FD0A57F358,MED-2026-W088,秋水仙碱,Colchicine,WESTERN,MEDICATION,片剂：0.5mg,False,table:17/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B2BF5C4023005E1AEA4F9F6B,MED-2026-W089,苯溴马隆,Benzbromarone,WESTERN,MEDICATION,片剂、胶囊：50mg,False,table:17/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0F9A3CF4E6331A9513D91774,MED-2026-W090,金刚烷胺,Amantadine,WESTERN,MEDICATION,片剂：0. 1g,False,table:18/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-075CA9F1911A4782B3F3356F,MED-2026-W091,苯海索,Trihexyphenidyl,WESTERN,MEDICATION,片剂：2mg,False,table:18/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BCCA7085EF81EA54DE85FE69,MED-2026-W092,多巴丝肼,Levodopa and Benserazide Hydrochloride,WESTERN,MEDICATION,片剂、胶囊：0.125g（0.1g∶0.025g）、 0.25g（0.2g∶0.05g）（左旋多巴∶苄丝肼）,False,table:18/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B69F262E88435869DC06D97E,MED-2026-W093,普拉克索,Pramipexole,WESTERN,MEDICATION,"片剂：0. 125mg 、0.25mg 、1.0mg
缓释片：0.375mg、0.75mg、1.5mg、 3.0mg 、4.5mg",True,table:18/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A8B6D9AC9840220C5885F2D8,MED-2026-W094,恩他卡朋,Entacapone,WESTERN,MEDICATION,片剂：0.2g,False,table:19/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
