标准品种ID,旧目录编码,名称,英文名称,药品类型,条目类型,原文规格,专科指导,来源位置,来源版本,审核状态
GEN-EF0BB6F590405984118FDE79,MED-2026-W413,葡萄糖氯化钠,Glucose and Sodium Chloride,WESTERN,MEDICATION,注射液：50ml 、100ml 、250ml、 500ml,False,table:70/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-92110FB3F298B32944380D81,MED-2026-W414,复方氯化钠,Compound Sodium Chloride,WESTERN,MEDICATION,注射液：250ml 、500ml,False,table:70/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5EFFF37C5B263FBCFDFC21BE,MED-2026-W415,氯化钾,Potassium Chloride,WESTERN,MEDICATION,"缓释片：0.5g
注射液： 10ml ∶1g 、10ml ∶1.5g颗粒剂",False,table:71/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1CDB414CAE0649D8A83AE0DC,MED-2026-W416,乳酸钠林格,Sodium Lactate Ringer's,WESTERN,MEDICATION,注射液：500ml,False,table:71/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-48DF86FAE32F413E8FF0A76B,MED-2026-W417,碳酸氢钠,Sodium Bicarbonate,WESTERN,MEDICATION,"片剂：0.3g 、0.5g
注射液： 10ml ∶0.5g 、50ml ∶4.2g、 100ml ∶1.4g 、250ml ∶12.5g",False,table:71/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-49CA26D87B3466ABA980909B,MED-2026-W418,司维拉姆,Sevelamer,WESTERN,MEDICATION,片剂：0.8g,True,table:71/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-320D2A635824981166AD4339,MED-2026-W419,硫代硫酸钠,Sodium Thiosulfate,WESTERN,MEDICATION,"注射液： 10ml ∶0.5g 、20ml ∶1.0g、 20ml ∶10g
注射用无菌粉末：0.32g 、0.64g",False,table:72/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-460E65E5A2B79D858C23A834,MED-2026-W420,氯解磷定,Pralidoxime Chloride,WESTERN,MEDICATION,注射液：2ml ∶0.25g 、2ml ∶0.5g,False,table:73/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D70D2EA8F48C18C6A2C78DD2,MED-2026-W421,碘解磷定,Pralidoxime Iodide,WESTERN,MEDICATION,注射液：20ml ∶0.5g,False,table:73/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BE4913BA33820B5242CAE1CB,MED-2026-W422,戊乙奎醚,Penehyclidine,WESTERN,MEDICATION,注射液： 1ml ∶0.5mg 、1ml ∶1mg、 2ml ∶2mg,False,table:73/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-902F56AC544E5FB62D5AA2CB,MED-2026-W423,亚甲蓝,Methylthioninium Chloride,WESTERN,MEDICATION,注射液：2ml ∶20mg 、5ml ∶50mg、 10ml ∶100mg,False,table:73/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-106DE89C1F1FA4A18D0EFCD3,MED-2026-W424,纳洛酮,Naloxone,WESTERN,MEDICATION,"注射液： 1ml ∶0.4mg 、1ml ∶1mg、 2ml ∶2mg
注射用无菌粉末：0.4mg 、1.0mg、 2.0mg",False,table:73/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0704368887894000F8BA8C87,MED-2026-W425,乙酰胺,Acetamide,WESTERN,MEDICATION,注射液：2ml ∶1.0g 、5ml ∶2.5g、 10ml ∶5.0g,False,table:73/row:11,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F1C01CCF86C9CE013BCD4D6F,MED-2026-W426,氟马西尼,Flumazenil,WESTERN,MEDICATION,注射液：2ml ∶0.2mg 、5ml ∶0.5mg、 10ml ∶1.0mg,False,table:74/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-61E724C1ABCF08F165DBC0D3,MED-2026-W427,破伤风抗毒素,Tetanus Antitoxin,WESTERN,MEDICATION,注射液： 1500IU 、10000IU,False,table:75/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-AECB3AF184F73EF9C53A8E6B,MED-2026-W428,抗狂犬病血清,Rabies Antiserum,WESTERN,MEDICATION,注射液：400IU 、700IU,False,table:75/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C7780926A1196B967081552B,MED-2026-W429,抗蛇毒血清,,WESTERN,SCOPE,注射液,False,table:75/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-6690257E9C9C64A076CB1AFD,MED-2026-W430,破伤风人免疫球蛋白,Human Tetanus Immunoglobulin,WESTERN,MEDICATION,注射液：250IU（2.5ml ）、500IU （5ml）,False,table:75/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5B96F41C0C75EAA802D6FC52,MED-2026-W431,国家免疫规划用疫苗,,WESTERN,SCOPE,,False,table:75/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A609E7F813F4DE04F10B3DFA,MED-2026-W432,硫酸钡,Barium Sulfate,WESTERN,MEDICATION,干混悬剂(Ⅰ型、Ⅱ型）,False,table:76/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-CD247AD1E38D9A6805BC8077,MED-2026-W433,碘化油,Iodinated Oil,WESTERN,MEDICATION,注射液： 10ml,False,table:77/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-702109C8EBCBD5E0AA780406,MED-2026-W434,碘海醇,Iohexol,WESTERN,MEDICATION,注射液：20ml ∶6g（I ）、50ml ∶15g （I ）、100ml ∶30g（I ）、100ml ∶35g（I）,False,table:77/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-53AFCECA95C9A02372332111,MED-2026-W435,碘佛醇,Ioversol,WESTERN,MEDICATION,注射液：20ml ∶6.4g（I ）、50ml ∶16g （I ）、100ml ∶32g（I ）、100ml ∶35g（I）,False,table:77/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A731E795326102EBAFCF52A2,MED-2026-W436,钆布醇,Gadobutrol,WESTERN,MEDICATION,"注射液：7.5ml ∶4.5354g、
10ml ∶6.0472g 、15ml ∶9.0708g",False,table:77/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9124C969443CED110F4E54AE,MED-2026-W437,结核菌素纯蛋白衍生物,Purified Protein Derivative of Tuberculin,WESTERN,MEDICATION,注射液,False,table:77/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8F65A318706DA5F997F8AC83,MED-2026-W438,磺胺嘧啶银,Sulfadiazine Silver,WESTERN,MEDICATION,乳膏剂： 1%,False,table:78/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-390DA808B7D42AA03CA39FC9,MED-2026-W439,咪康唑,Miconazole,WESTERN,MEDICATION,乳膏剂：2%,False,table:79/row:2;table:87/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-94A22688633D9EB9EE13D066,MED-2026-W440,特比萘芬,Terbinafine,WESTERN,MEDICATION,"片剂：0. 125g 、0.25g
乳膏剂： 1%",False,table:79/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-025474D493B6D85AFCCCFFAA,MED-2026-W441,曲安奈德益康唑,Triamcinolone Acetonide and Econazole,WESTERN,MEDICATION,乳膏剂：1g（曲安奈德 1mg 与硝酸益康唑 10mg）、10g （硝酸益康唑0.10g 与曲安奈德 10mg）、15g（硝酸益康唑 0.15g 与曲安奈德 15mg、醋酸曲安奈德 16.5mg 与硝酸益康唑 150mg）,False,table:79/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-32C3690DD15223E9E3A5E46C,MED-2026-W442,莫匹罗星,Mupirocin,WESTERN,MEDICATION,软膏剂：2%,False,table:79/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0596C6D69D0C14573C387050,MED-2026-W443,尿素,Urea,WESTERN,MEDICATION,软膏剂、乳膏剂： 10% 、20%,False,table:79/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5EC677E946DB029AA5B3E850,MED-2026-W444,鱼石脂,Ichthammol,WESTERN,MEDICATION,软膏剂： 10%,False,table:79/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BD8294DDF7D6122926F3D6B3,MED-2026-W445,水杨酸,Salicylic Acid,WESTERN,MEDICATION,软膏剂：2% 、5%,False,table:79/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-096C3ADE1331AEF0276E6B92,MED-2026-W446,糠酸莫米松,Mometasone Furoate,WESTERN,MEDICATION,乳膏剂：0.1%,False,table:80/row:2;table:84/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F493D36B1ABAA891171AAA09,MED-2026-W447,炉甘石,Calamine,WESTERN,MEDICATION,洗剂,False,table:80/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5E8FE528DA56290B524A4505,MED-2026-W448,依沙吖啶,Ethacridine,WESTERN,MEDICATION,外用溶液剂：0.1%,False,table:80/row:6;table:86/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-CF863F0F8C1EB6F4A6974465,MED-2026-W449,司普奇拜单抗,Stapokibart,WESTERN,MEDICATION,注射液：2ml ∶300mg,True,table:80/row:7;table:85/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-884259CD9EDF81C09E917215,MED-2026-W450,氯霉素,Chloramphenicol,WESTERN,MEDICATION,滴眼剂：8ml ∶20mg,False,table:81/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-AC461523D5D1E9B5B656F33E,MED-2026-W451,加替沙星,Gatifloxacin,WESTERN,MEDICATION,滴眼剂、眼用凝胶：0.3%,False,table:82/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-ABA9C51582BEC28203C096C1,MED-2026-W452,利福平,Rifampicin,WESTERN,MEDICATION,滴眼剂： 10ml ∶5mg 、10ml ∶10mg,False,table:82/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4E63271DAB1E9C07EFDB86BE,MED-2026-W453,毛果芸香碱,Pilocarpine,WESTERN,MEDICATION,注射液： 1ml ∶2mg滴眼剂,False,table:82/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-228FD9E37E7C9C851B5FE0DC,MED-2026-W454,他氟前列素,Tafluprost,WESTERN,MEDICATION,滴眼剂：0.0015%,False,table:82/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EE7FB3B2CDA5642F244FDD5D,MED-2026-W455,噻吗洛尔,Timolol,WESTERN,MEDICATION,滴眼剂：5ml ∶12.5mg 、5ml ∶25mg,False,table:82/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-241FA6510E22CA3DE82CE17A,MED-2026-W456,乙酰唑胺,Acetazolamide,WESTERN,MEDICATION,片剂：0.25g,False,table:82/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D1D0900CE009A5DFF8DC20B4,MED-2026-W457,可的松,Cortisone,WESTERN,MEDICATION,"眼膏剂：0.25% 、0.5% 、1%
滴眼剂：3ml ∶15mg",False,table:82/row:12,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C0B67FA3830BE5C4D38C479D,MED-2026-W458,复方托吡卡胺,Compound Tropicamide,WESTERN,MEDICATION,滴眼剂： 1ml（托吡卡胺 5mg，盐酸去氧肾上腺素 5mg）、5ml（托吡卡胺 25mg，盐酸去氧肾上腺素25mg）,False,table:83/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C75712A9851D8EC37BAFAB3F,MED-2026-W459,康柏西普,Conbercept,WESTERN,MEDICATION,眼用注射液： 10mg/ml ，0.2ml/ 支； 10mg/ml ，0.05ml/ 支（预充式）,True,table:83/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5CC622CAEA0E59A89FAA14F9,MED-2026-W460,麻黄碱,Ephedrine,WESTERN,MEDICATION,滴鼻剂： 1%,False,table:84/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9A3AA269BE187366CEB6B711,MED-2026-W461,氧氟沙星,Ofloxacin,WESTERN,MEDICATION,滴耳剂：5ml ∶15mg,False,table:84/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1E3F344DD53622A039273427,MED-2026-W462,地芬尼多,Difenidol,WESTERN,MEDICATION,片剂：25mg,False,table:84/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-603D683DF17EB2093D0B7F45,MED-2026-W463,羟甲唑啉,Oxymetazoline,WESTERN,MEDICATION,"滴鼻剂：3ml ∶1.5mg 、5ml ∶2.5mg、 10ml ∶5mg
喷雾剂：5ml ∶1.25mg 、10ml ∶5mg",False,table:84/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-ADE264E64EE008B3CA720C0A,MED-2026-W464,缩宫素,Oxytocin,WESTERN,MEDICATION,注射液： 1ml ∶5 单位、 1ml ∶10 单位,False,table:86/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DA9B4C0E44DB9D51C3B1F0A8,MED-2026-W465,麦角新碱,Ergometrine,WESTERN,MEDICATION,注射液： 1ml ∶0.2mg 、1ml ∶0.5mg,False,table:86/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A118842105FD74572377B8B8,MED-2026-W466,垂体后叶注射液,Posterior Pituitary Injection,WESTERN,MEDICATION,注射液：0.5ml ∶3 单位、1ml ∶6 单位,False,table:86/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-E234E25BD5A1B73FE376AD41,MED-2026-W467,米非司酮,Mifepristone,WESTERN,MEDICATION,片剂： 10mg 、25mg 、200mg,False,table:86/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-78D2AEC2B3C2487CB9AE7668,MED-2026-W468,米索前列醇,Misoprostol,WESTERN,MEDICATION,片剂：200μg,False,table:86/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5C7B29DD9788A38D560B90ED,MED-2026-W469,卡前列甲酯,Carboprost Methylate,WESTERN,MEDICATION,栓剂：0.5mg 、1mg,False,table:86/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-DE109FBCF05C9FAE4C1B795C,MED-2026-W470,克霉唑,Clotrimazole,WESTERN,MEDICATION,"栓剂：0. 15g
阴道片：0.5g",False,table:87/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-193FB831FA3944873996E82F,MED-2026-W471,避孕药,,WESTERN,SCOPE,,False,table:87/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-130BB4A75E536AFDDFB13E52,MED-2026-W472,咖啡因,Caffeine,WESTERN,MEDICATION,（枸橼酸盐）注射液： 1ml ∶20mg,True,table:88/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0B8F20AE9A891AA69E2BE889,MED-2026-W473,牛肺表面活性剂,Calf Pulmonary Surfactant,WESTERN,MEDICATION,注射用无菌粉末：70mg,True,table:88/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B8571261DEFBBC52889B92A9,MED-2026-W474,培门冬酶,Pegaspargase,WESTERN,MEDICATION,注射液：2ml ∶1500IU、5ml ∶3750IU,True,table:88/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-78E52F77C3F3A8A7FF8FEACC,MED-2026-W475,水合氯醛,Chloral Hydrate,WESTERN,MEDICATION,"糖浆剂： 10ml ∶1g
糖浆组合包装：
水合氯醛浓缩液 1.342g∶1g/ 糖浆（稀释液）9ml，
水合氯醛浓缩液 0.671g∶0.5g/ 糖浆（稀释液）4.5ml
灌肠剂： 1.34g∶0.5g",True,table:89/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-AD2198AECF9D381FD00D1386,MED-2026-W476,哌甲酯,Methylphenidate,WESTERN,MEDICATION,"片剂： 10mg 、100mg
缓释片： 18mg 、27mg 、36mg
缓释胶囊：5mg 、10mg 、20mg、 30mg 、40mg",True,table:89/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7FBC9C2305F3C667CCB9E07E,MED-2026-T001,九味羌活丸(颗粒),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 9g，每 10 丸重 1.8g，每袋装 6g 、9g
颗粒剂：每袋装 5g 、15g",False,table:90/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0334AD6380166A3BA2D68ECD,MED-2026-T002,感冒清热颗粒(胶囊),,CHINESE_PATENT,MEDICATION,"颗粒剂：每袋装 3g、6g（相当于饮片 8.85g）、12g（相
当于饮片 8.85g）
胶囊：每粒装 0.45g",False,table:90/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5A8EF02F790A31FAB535DBAD,MED-2026-T003,正柴胡饮颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋装 3g 、10g,False,table:90/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-D1223AF56467396CA8F336BB,MED-2026-T004,荆防颗粒(合剂),,CHINESE_PATENT,MEDICATION,"颗粒剂：每袋装 15g
合剂：每瓶（支）装 10ml （每 1ml 相当于饮片 1g）",False,table:90/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-68A9F7211D41B8DC617CAB54,MED-2026-T005,柴胡注射液,,CHINESE_PATENT,MEDICATION,注射液：每支装 2ml,True,table:90/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-2652BF3E73FCCA1646C7D0EC,MED-2026-T006,金花清感颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋装 5g（相当于饮片 17.3g）,False,table:90/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-191D685BB0C01EEE8379E8A1,MED-2026-T007,银翘解毒丸(颗粒、胶囊、软胶囊、片),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 3g 、9g，每10 丸重 1.5g（每 1g 相当于饮片 0.61g）
颗粒剂：每袋装 15g（相当于原药材 15g）
胶囊：每粒装 0.4g
软胶囊：每粒装 0.45g（相当于饮片 2.24g）
片剂：每片重 0.3g 、0.5g、 0.52g",False,table:91/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-B99C6A601B8F24B4D023B28E,MED-2026-T008,芎菊上清丸(颗粒、片),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 9g，每 100丸重 6g，每袋装 6g
颗粒剂：每袋装 10g
片剂：每片重 0.25g 、0.3g",False,table:91/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4DD8A87EAFE6450DBA09B530,MED-2026-T009,牛黄清感胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.3g,False,table:91/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-1C05AFC42B73574A569C07FE,MED-2026-T010,祖卡木颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋装 6g 、12g,False,table:91/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-0CE12B7B997E226FAA16EDCA,MED-2026-T011,复方银花解毒颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋装 15g,False,table:91/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F22C562DA3D3EF02736131DB,MED-2026-T012,柴银颗粒(口服液),,CHINESE_PATENT,MEDICATION,"颗粒剂：每袋装 8g
合剂：每瓶装 20ml",False,table:91/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-69A3EBB4EFEE5422F6E182A8,MED-2026-T013,防风通圣丸(颗粒),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 9g，每 8 丸相当于原药材 3g 、6g，每20 丸重 1g
颗粒剂：每袋装 3g",False,table:92/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-3F6FADDCA67DE3E749EACA1B,MED-2026-T014,小柴胡颗粒(片),,CHINESE_PATENT,MEDICATION,"颗粒剂：每袋装 10g（每袋相当于饮片 4.86g）、4g （每袋相当于饮片 4.86g）、 3g 、2.5g
片剂：每片重 0.4g",False,table:92/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-82ACFBCFDF9A7BB20BEA2596,MED-2026-T015,玉屏风颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋装 5g（相当于饮片 10g）,False,table:92/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EC8E8A3B8493CD114B55A0F6,MED-2026-T016,麻仁润肠丸(软胶囊),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 6g，每 10 粒重 1.6g，每袋装 6g（每 30丸重 6g）
软胶囊：每粒装 0.5g",False,table:92/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-92C7E44769045A4E19577D29,MED-2026-T017,黄连上清丸(颗粒、胶囊、片),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 6g，每 10 丸重 0.3g，每 40 丸重 3g，每袋装 6g
颗粒剂：每袋装 2g
胶囊：每粒装 0.4g
片剂：每片重 0.25g、0.3g、 0.31g",False,table:92/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-68AA339318F6AAF7C9A08E05,MED-2026-T018,牛黄解毒丸(胶囊、软胶囊、片),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 3g，每 100丸重 5g，每袋装 4g
胶囊：每粒装 0.3g
软胶囊：每粒装 0.4g
片剂：每片重 0.25g、0.27g、 0.3g",False,table:93/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-5DDC26FEEB86C6EEC4CF2615,MED-2026-T019,牛黄上清丸(胶囊、片),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 6g，每 16 粒重 3g，每 100 粒重 10g
胶囊：每粒装 0.3g
片剂：每片重 0.25g（相当于饮片 0.622g）、0.265g（相当于饮片 0.62g）、0.3g",False,table:93/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
